adsh,cik,gvkey,form,filed,co_conm,will,shall,going_to,expect_to,expected_to,expecting_to
0000910606-17-000023,910606,29099,10-Q,20171106,REGENCY CENTERS CORP,305.0,0.0,0.0,0.0,0.0,0.0
0000912242-17-000017,912242,29868,10-Q,20171103,MACERICH CO,125.0,78.0,0.0,0.0,0.0,0.0
0000912595-17-000021,912595,29649,10-Q,20171026,MID-AMERICA APT CMNTYS INC,121.0,0.0,0.0,0.0,0.0,0.0
0000912750-17-000019,912750,29173,10-Q,20171031,NEWFIELD EXPLORATION CO,44.0,0.0,0.0,0.0,0.0,0.0
0000914208-17-000473,914208,29804,10-Q,20171026,INVESCO LTD,350.0,1094.0,0.0,0.0,0.0,0.0
0000915389-17-000062,915389,29392,10-Q,20171102,EASTMAN CHEMICAL CO,129.0,0.0,0.0,0.0,0.0,0.0
0000915912-17-000018,915912,29875,10-Q,20171103,AVALONBAY COMMUNITIES INC,189.0,2.0,0.0,0.0,0.0,0.0
0000915913-17-000036,915913,29751,10-Q,20171109,ALBEMARLE CORP,682.0,0.0,0.0,0.0,0.0,0.0
0000916365-17-000109,916365,29736,10-Q,20171109,TRACTOR SUPPLY CO,244.0,16.0,0.0,0.0,0.0,0.0
0000918160-17-000171,918160,29968,10-Q,20171103,AK STEEL HOLDING CORP,402.0,754.0,0.0,0.0,0.0,0.0
0000920148-17-000112,920148,14960,10-Q,20171102,LABORATORY CP OF AMER HLDGS,1104.0,1831.0,0.0,0.0,0.0,0.0
0000920522-17-000089,920522,30293,10-Q,20171103,ESSEX PROPERTY TRUST,107.0,0.0,0.0,0.0,0.0,0.0
0000922224-17-000066,922224,8455,10-Q,20171101,PPL CORP,656.0,722.0,0.0,0.0,0.0,0.0
0000922864-17-000043,922864,30490,10-Q,20171101,APARTMENT INVST & MGMT CO,56.0,0.0,0.0,0.0,0.0,0.0
0000927066-17-000088,927066,61483,10-Q,20171107,DAVITA INC,1628.0,68.0,0.0,0.0,0.0,0.0
0000927628-17-000279,927628,30990,10-Q,20171101,CAPITAL ONE FINANCIAL CORP,938.0,1.0,0.0,0.0,0.0,0.0
0000927653-17-000018,927653,7171,10-Q,20171027,MCKESSON CORP,1354.0,7.0,0.0,0.0,0.0,0.0
0000930413-17-003588,773840,1300,10-Q,20171020,HONEYWELL INTERNATIONAL INC,206.0,0.0,0.0,0.0,0.0,0.0
0000931336-17-000033,931336,62655,10-Q,20171108,DEAN FOODS CO,765.0,265.0,0.0,0.0,0.0,0.0
0000934612-17-000017,934612,2490,10-Q,20171103,BURLINGTON NORTHERN SANTA FE,126.0,0.0,0.0,0.0,0.0,0.0
0000935703-17-000053,935703,31587,10-Q,20171121,DOLLAR TREE INC,222.0,0.0,0.0,0.0,0.0,0.0
0000936340-17-000242,936340,3897,10-Q,20171025,DTE ENERGY CO,400.0,196.0,0.0,0.0,0.0,0.0
0000936395-17-000064,936395,64356,10-K,20171222,CIENA CORP,1183.0,25.0,0.0,0.0,0.0,0.0
0000936468-17-000014,936468,6774,10-Q,20171026,LOCKHEED MARTIN CORP,272.0,30.0,0.0,0.0,0.0,0.0
0000937834-17-000031,1099219,133768,10-Q,20171106,METLIFE INC,444.0,89.0,0.0,0.0,0.0,0.0
0000940944-17-000044,940944,31846,10-Q,20171003,DARDEN RESTAURANTS INC,263.0,0.0,0.0,0.0,0.0,0.0
0000943819-17-000007,943819,31887,10-Q,20171027,RESMED INC,311.0,3.0,0.0,0.0,0.0,0.0
0000945764-17-000089,945764,20653,10-Q,20171107,DENBURY RESOURCES INC,56.0,137.0,0.0,0.0,0.0,0.0
0000950123-17-009287,42582,5234,10-Q,20171027,GOODYEAR TIRE & RUBBER CO,308.0,63.0,0.0,0.0,0.0,0.0
0001000228-17-000058,1000228,61494,10-Q,20171106,HENRY SCHEIN INC,111.0,22.0,0.0,0.0,0.0,0.0
0001002910-17-000108,1002910,10860,10-Q,20171103,AMEREN CORP,178.0,18.0,0.0,0.0,0.0,0.0
0001004434-17-000024,1004434,65886,10-Q,20171102,AFFILIATED MANAGERS GRP INC,611.0,0.0,0.0,0.0,0.0,0.0
0001004980-17-000023,1004980,8264,10-Q,20171102,PG&E CORP,244.0,7.0,0.0,0.0,0.0,0.0
0001013462-17-000010,1013462,63080,10-Q,20171102,ANSYS INC,487.0,2.0,0.0,0.0,0.0,0.0
0001013871-17-000027,1013871,135990,10-Q,20171102,NRG ENERGY INC,307.0,3.0,0.0,0.0,0.0,0.0
0001014473-17-000048,1014473,66368,10-Q,20171026,VERISIGN INC,101.0,1.0,0.0,0.0,0.0,0.0
0001015780-17-000104,1015780,63501,10-Q,20171102,E TRADE FINANCIAL CORP,269.0,123.0,0.0,0.0,0.0,0.0
0001018724-17-000135,1018724,64768,10-Q,20171027,AMAZON.COM INC,614.0,0.0,0.0,0.0,0.0,0.0
0001018840-17-000059,1018840,63643,10-Q,20171204,ABERCROMBIE & FITCH  -CL A,277.0,1129.0,0.0,0.0,0.0,0.0
0001018963-17-000034,1018963,10405,10-Q,20171101,ALLEGHENY TECHNOLOGIES INC,576.0,2.0,0.0,0.0,0.0,0.0
0001020569-17-000038,1020569,62374,10-Q,20171026,IRON MOUNTAIN INC,1223.0,0.0,0.0,0.0,0.0,0.0
0001022079-17-000194,1022079,64166,10-Q,20171019,QUEST DIAGNOSTICS INC,537.0,0.0,0.0,0.0,0.0,0.0
0001024305-17-000125,1024305,12151,10-Q,20171109,COTY INC,1432.0,77.0,0.0,0.0,0.0,0.0
0001024478-17-000034,1024478,9203,10-K,20171115,ROCKWELL AUTOMATION,710.0,0.0,0.0,0.0,0.0,0.0
0001026214-17-000054,1026214,15208,10-Q,20171031,FEDERAL HOME LOAN MORTG CORP,137.0,0.0,0.0,0.0,0.0,0.0
0001031296-17-000056,1031296,8099,10-Q,20171026,FIRSTENERGY CORP,422.0,17.0,0.0,0.0,0.0,0.0
0001034054-17-000010,1034054,121382,10-Q,20171107,SBA COMMUNICATIONS CORP,273.0,228.0,0.0,0.0,0.0,0.0
0001035002-17-000062,1035002,15247,10-Q,20171107,VALERO ENERGY CORP,94.0,0.0,0.0,0.0,0.0,0.0
0001035267-17-000147,1035267,136725,10-Q,20171020,INTUITIVE SURGICAL INC,179.0,64.0,0.0,0.0,0.0,0.0
0001035443-17-000173,1035443,64821,10-Q,20171031,ALEXANDRIA R E EQUITIES INC,432.0,1.0,0.0,0.0,0.0,0.0
0001037038-17-000010,1037038,64891,10-Q,20171109,RALPH LAUREN CORP,265.0,25.0,0.0,0.0,0.0,0.0
0001037646-17-000025,1037646,65772,10-Q,20171103,METTLER-TOLEDO INTL INC,400.0,0.0,0.0,0.0,0.0,0.0
0001038357-17-000083,1038357,14359,10-Q,20171103,PIONEER NATURAL RESOURCES CO,112.0,2.0,0.0,0.0,0.0,0.0
0001039684-17-000117,1039684,8151,10-Q,20171101,ONEOK INC,169.0,4.0,0.0,0.0,0.0,0.0
0001040971-17-000040,1040971,65290,10-Q,20171109,SL GREEN REALTY CORP,214.0,8.0,0.0,0.0,0.0,0.0
0001041061-17-000065,1041061,65417,10-Q,20171108,YUM BRANDS INC,144.0,0.0,0.0,0.0,0.0,0.0
0001043277-17-000025,1043277,65609,10-Q,20171108,C H ROBINSON WORLDWIDE INC,779.0,5.0,0.0,0.0,0.0,0.0
0001043604-17-000110,1043604,121718,10-Q,20171107,JUNIPER NETWORKS INC,682.0,110.0,0.0,0.0,0.0,0.0
0001045810-17-000172,1045810,117768,10-Q,20171121,NVIDIA CORP,143.0,0.0,0.0,0.0,0.0,0.0
0001047122-17-000171,1047122,8972,10-Q,20171026,RAYTHEON CO,425.0,0.0,0.0,0.0,0.0,0.0
0001047469-17-007037,1385157,177267,10-K,20171114,TE CONNECTIVITY LTD,1319.0,206.0,0.0,0.0,0.0,0.0
0001047469-17-007719,315189,3835,10-K,20171218,DEERE & CO,844.0,426.0,0.0,0.0,0.0,0.0
0001047862-17-000176,1047862,3413,10-Q,20171102,CONSOLIDATED EDISON INC,398.0,15.0,0.0,0.0,0.0,0.0
0001048695-17-000028,1048695,121077,10-K,20171103,F5 NETWORKS INC,523.0,53.0,0.0,0.0,0.0,0.0
0001050915-17-000057,1050915,66446,10-Q,20171109,QUANTA SERVICES INC,1699.0,768.0,0.0,0.0,0.0,0.0
0001051470-17-000165,1051470,113490,10-Q,20171107,CROWN CASTLE INTL CORP,237.0,0.0,0.0,0.0,0.0,0.0
0001053507-17-000056,1053507,105365,10-Q,20171031,AMERICAN TOWER CORP,847.0,9.0,0.0,0.0,0.0,0.0
0001056288-17-000023,1056288,66731,10-Q,20171027,FEDERATED HERMES INC,121.0,0.0,0.0,0.0,0.0,0.0
0001058090-17-000044,1058090,165914,10-Q,20171025,CHIPOTLE MEXICAN GRILL INC,63.0,0.0,0.0,0.0,0.0,0.0
0001058290-17-000044,1058290,111864,10-Q,20171101,COGNIZANT TECH SOLUTIONS,271.0,0.0,0.0,0.0,0.0,0.0
0001060391-17-000047,1060391,112168,10-Q,20171103,REPUBLIC SERVICES INC,673.0,0.0,0.0,0.0,0.0,0.0
0001062047-17-000055,1062047,113419,10-Q,20171107,CONVERGYS CORP,390.0,2.0,0.0,0.0,0.0,0.0
0001064728-17-000083,1064728,142460,10-Q,20171103,PEABODY ENERGY CORP,235.0,18.0,0.0,0.0,0.0,0.0
0001065088-17-000051,1065088,114524,10-Q,20171020,EBAY INC,530.0,0.0,0.0,0.0,0.0,0.0
0001065280-17-000180,1065280,147579,10-Q,20171018,NETFLIX INC,166.0,678.0,0.0,0.0,0.0,0.0
0001065696-17-000057,1065696,155394,10-Q,20171027,LKQ CORP,772.0,0.0,0.0,0.0,24.0,0.0
0001067701-17-000030,1067701,66065,10-Q,20171018,UNITED RENTALS INC,861.0,0.0,0.0,0.0,0.0,0.0
0001070412-17-000088,1070412,120093,10-Q,20171031,CNX RESOURCES CORPORATION,113.0,6.0,0.0,0.0,0.0,0.0
0001071739-17-000088,1071739,145552,10-Q,20171024,CENTENE CORP,160.0,1.0,0.0,0.0,0.0,0.0
0001075531-17-000036,1075531,119314,10-Q,20171107,BOOKING HOLDINGS INC,790.0,0.0,0.0,0.0,0.0,0.0
0001086222-17-000249,1086222,125595,10-Q,20171108,AKAMAI TECHNOLOGIES INC,597.0,0.0,0.0,0.0,0.0,0.0
0001090727-17-000035,1090727,10920,10-Q,20171102,UNITED PARCEL SERVICE INC,702.0,0.0,0.0,0.0,0.0,0.0
0001090872-17-000018,1090872,126554,10-K,20171221,AGILENT TECHNOLOGIES INC,1187.0,226.0,0.0,0.0,0.0,0.0
0001091667-17-000105,1091667,126136,10-Q,20171026,CHARTER COMMUNICATIONS INC,549.0,3.0,0.0,0.0,0.0,0.0
0001095073-17-000050,1095073,61388,10-Q,20171109,EVEREST RE GROUP LTD,83.0,10.0,0.0,0.0,0.0,0.0
0001097149-17-000035,1097149,141384,10-Q,20171102,ALIGN TECHNOLOGY INC,631.0,0.0,0.0,0.0,0.0,0.0
0001099800-17-000034,1099800,133366,10-Q,20171027,EDWARDS LIFESCIENCES CORP,200.0,0.0,0.0,0.0,0.0,0.0
0001101215-17-000217,1101215,143974,10-Q,20171108,ALLIANCE DATA SYSTEMS CORP,541.0,31.0,0.0,0.0,0.0,0.0
0001104659-17-062842,86312,62689,10-Q,20171019,TRAVELERS COS INC,618.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-063902,811156,3439,10-Q,20171026,CMS ENERGY CORP,242.0,14.0,0.0,0.0,0.0,0.0
0001104659-17-064025,726728,30822,10-Q,20171026,REALTY INCOME CORP,413.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-064241,217346,10519,10-Q,20171027,TEXTRON INC,176.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-064943,8818,1913,10-Q,20171031,AVERY DENNISON CORP,520.0,1.0,0.0,0.0,0.0,0.0
0001104659-17-064968,51143,6066,10-Q,20171031,INTL BUSINESS MACHINES CORP,904.0,676.0,0.0,0.0,0.0,0.0
0001104659-17-065124,1126328,145701,10-Q,20171101,PRINCIPAL FINANCIAL GRP INC,345.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-065144,1001250,61567,10-Q,20171101,LAUDER (ESTEE) COS INC -CL A,742.0,75.0,0.0,0.0,0.0,0.0
0001104659-17-065654,1800,1078,10-Q,20171102,ABBOTT LABORATORIES,685.0,908.0,0.0,0.0,0.0,0.0
0001104659-17-065675,1124198,4818,10-Q,20171102,FLUOR CORP,469.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-065731,718877,180405,10-Q,20171102,ACTIVISION BLIZZARD INC,799.0,272.0,0.0,0.0,0.0,0.0
0001104659-17-067073,865752,24316,10-Q,20171109,MONSTER BEVERAGE CORP,336.0,0.0,0.0,0.0,0.0,0.0
0001104659-17-074227,48465,5709,10-K,20171220,HORMEL FOODS CORP,1149.0,240.0,0.0,0.0,0.0,0.0
0001108524-17-000040,1108524,157855,10-Q,20171122,SALESFORCE.COM INC,670.0,2.0,0.0,0.0,0.0,0.0
0001108827-17-000077,1108827,154357,10-Q,20171025,QEP RESOURCES INC,176.0,315.0,0.0,0.0,0.0,0.0
0001110783-17-000187,1110783,140760,10-K,20171027,MONSANTO CO,884.0,127.0,0.0,0.0,0.0,0.0
0001110803-17-000045,1110803,138205,10-Q,20171025,ILLUMINA INC,264.0,0.0,0.0,0.0,0.0,0.0
0001111711-17-000060,1111711,7974,10-Q,20171101,NISOURCE INC,399.0,0.0,0.0,0.0,0.0,0.0
0001111928-17-000158,1111928,175955,10-Q,20171107,IPG PHOTONICS CORP,472.0,0.0,0.0,0.0,0.0,0.0
0001113169-17-000044,1113169,12138,10-Q,20171026,PRICE (T. ROWE) GROUP,77.0,2.0,0.0,0.0,0.0,0.0
0001115222-17-000031,1115222,4094,10-Q,20171102,DUN & BRADSTREET CORP,938.0,18.0,0.0,0.0,0.0,0.0
0001116132-17-000016,1116132,140541,10-Q,20171109,TAPESTRY INC,757.0,0.0,0.0,0.0,0.0,0.0
0001120193-17-000014,1120193,149337,10-Q,20171107,NASDAQ INC,1347.0,42.0,0.0,0.0,0.0,0.0
0001122304-17-000116,1122304,1177,10-Q,20171031,AETNA INC,192.0,2.0,0.0,0.0,0.0,0.0
0001123360-17-000050,1123360,141913,10-Q,20171108,GLOBAL PAYMENTS INC,819.0,0.0,0.0,0.0,0.0,0.0
0001130310-17-000017,1130310,5742,10-Q,20171103,CENTERPOINT ENERGY INC,735.0,183.0,0.0,0.0,0.0,0.0
0001133421-17-000045,1133421,7985,10-Q,20171025,NORTHROP GRUMMAN CORP,123.0,0.0,0.0,0.0,0.0,0.0
0001136893-17-000042,1136893,165993,10-Q,20171101,FIDELITY NATIONAL INFO SVCS,366.0,12.0,0.0,0.0,0.0,0.0
0001137411-17-000126,1137411,144066,10-K,20171114,ROCKWELL COLLINS,1381.0,1.0,0.0,0.0,0.0,0.0
0001137774-17-000119,1137774,143356,10-Q,20171103,PRUDENTIAL FINANCIAL INC,174.0,1.0,0.0,0.0,0.0,0.0
0001140361-17-039786,1699150,30098,10-Q,20171027,INGERSOLL RAND INC,897.0,3.0,0.0,0.0,0.0,0.0
0001140536-17-000034,1140536,144009,10-Q,20171106,WILLIS TOWERS WATSON PLC,2060.0,9.0,0.0,0.0,0.0,0.0
0001140859-17-000047,1140859,31673,10-K,20171121,AMERISOURCEBERGEN CORP,1015.0,6.0,0.0,0.0,0.0,0.0
0001141391-17-000152,1141391,160225,10-Q,20171031,MASTERCARD INC,271.0,0.0,0.0,0.0,0.0,0.0
0001144204-17-055825,730464,3905,10-Q,20171102,ADTALEM GLOBAL EDUCATION INC,1140.0,1.0,0.0,0.0,0.0,0.0
0001144204-17-057704,1513761,104432,10-Q,20171109,NORWEGIAN CRUISE LINE HLDGS,244.0,87.0,0.0,0.0,0.0,0.0
0001144215-17-000106,1144215,146017,10-K,20171026,ACUITY BRANDS INC,779.0,146.0,0.0,0.0,0.0,0.0
0001156039-17-000013,1156039,145046,10-Q,20171025,ANTHEM INC,174.0,62.0,0.0,0.0,0.0,0.0
0001156375-17-000108,1156375,149070,10-Q,20171102,CME GROUP INC,306.0,1.0,0.0,0.0,0.0,0.0
0001158449-17-000180,1158449,145977,10-Q,20171114,ADVANCE AUTO PARTS INC,225.0,0.0,0.0,0.0,0.0,0.0
0001163302-17-000065,1163302,23978,10-Q,20171101,UNITED STATES STEEL CORP,326.0,12.0,0.0,0.0,0.0,0.0
0001166126-17-000066,1166126,8446,10-Q,20171129,PENNEY (J C) CO,116.0,0.0,0.0,0.0,0.0,0.0
0001166691-17-000031,1166691,3226,10-Q,20171026,COMCAST CORP,341.0,0.0,0.0,0.0,0.0,0.0
0001167609-17-000091,1685040,31774,10-Q,20171109,BRIGHTHOUSE FINANL INC,388.0,0.0,0.0,0.0,0.0,0.0
0001168054-17-000005,1168054,150699,10-Q,20171108,CIMAREX ENERGY CO,108.0,5.0,0.0,0.0,0.0,0.0
0001170010-17-000162,1170010,64410,10-Q,20171005,CARMAX INC,78.0,0.0,0.0,0.0,0.0,0.0
0001171200-17-000410,84839,9225,10-Q,20171027,ROLLINS INC,288.0,305.0,0.0,0.0,0.0,0.0
0001171843-17-005862,886158,25338,10-Q,20171002,BED BATH & BEYOND INC,173.0,0.0,0.0,0.0,0.0,0.0
0001171843-17-007870,886158,25338,10-Q,20171228,BED BATH & BEYOND INC,221.0,267.0,0.0,0.0,0.0,0.0
0001174922-17-000177,1174922,149318,10-Q,20171108,WYNN RESORTS LTD,275.0,931.0,0.0,0.0,0.0,0.0
0001175454-17-000026,1175454,184700,10-Q,20171109,FLEETCOR TECHNOLOGIES INC,850.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-304679,1087423,122841,10-Q,20171005,RED HAT INC,437.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-313528,91440,9778,10-Q,20171019,SNAP-ON INC,728.0,43.0,0.0,0.0,0.0,0.0
0001193125-17-313831,100517,10795,10-Q,20171019,UNITED AIRLINES HOLDINGS INC,803.0,354.0,0.0,0.0,0.0,0.0
0001193125-17-313834,898293,28195,10-K,20171019,JABIL INC,937.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-319357,866787,23809,10-K,20171025,AUTOZONE INC,879.0,6.0,0.0,0.0,0.0,0.0
0001193125-17-373692,866787,23809,10-Q,20171219,AUTOZONE INC,267.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-320398,9892,2044,10-Q,20171026,BARD (C.R.) INC,142.0,49.0,0.0,0.0,0.0,0.0
0001193125-17-320575,1105705,25056,10-Q,20171026,TIME WARNER INC,456.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-322552,1489393,294524,10-Q,20171027,LYONDELLBASELL INDUSTRIES NV,140.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-322890,1021860,63892,10-Q,20171027,NATIONAL OILWELL VARCO INC,168.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-322992,1675149,27638,10-Q,20171027,ALCOA CORP,128.0,1.0,0.0,0.0,0.0,0.0
0001193125-17-323042,1137789,150937,10-Q,20171027,SEAGATE TECHNOLOGY PLC,570.0,247.0,0.0,0.0,0.0,0.0
0001193125-17-323117,1593538,10121,10-Q,20171027,NAVIENT CORP,452.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-324049,949039,61409,10-Q,20171030,DIAMOND OFFSHRE DRILLING INC,115.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-324571,354190,4973,10-Q,20171030,ARTHUR J GALLAGHER & CO,1095.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-324574,60086,6781,10-Q,20171030,LOEWS CORP,236.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-326282,1103982,142953,10-Q,20171031,MONDELEZ INTERNATIONAL INC,928.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-326398,1163165,8549,10-Q,20171031,CONOCOPHILLIPS,74.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-327153,1519751,188255,10-Q,20171031,FORTUNE BRANDS HOME & SECUR,799.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-330793,1037868,1598,10-Q,20171102,AMETEK INC,524.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-331475,886982,114628,10-Q,20171103,GOLDMAN SACHS GROUP INC,736.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-331858,1276520,158354,10-Q,20171103,GENWORTH FINANCIAL INC,249.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-331902,895421,12124,10-Q,20171103,MORGAN STANLEY,527.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-332011,1000697,61574,10-Q,20171103,WATERS CORP,594.0,42.0,0.0,0.0,0.0,0.0
0001193125-17-332564,36104,4723,10-Q,20171103,U S BANCORP,371.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-332829,1067983,2176,10-Q,20171103,BERKSHIRE HATHAWAY,625.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-333678,4281,28192,10-Q,20171106,ARCONIC INC,136.0,1.0,0.0,0.0,0.0,0.0
0001193125-17-333881,91142,9771,10-Q,20171106,SMITH (A.O.),274.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-334343,35527,4640,10-Q,20171106,FIFTH THIRD BANCORP,707.0,44.0,0.0,0.0,0.0,0.0
0001193125-17-335751,860730,22260,10-Q,20171107,HCA HEALTHCARE INC,132.0,4.0,0.0,0.0,0.0,0.0
0001193125-17-335842,814585,13561,10-Q,20171107,MBIA INC,164.0,7.0,0.0,0.0,0.0,0.0
0001193125-17-337077,73309,8030,10-Q,20171108,NUCOR CORP,571.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-337345,814453,7875,10-Q,20171108,NEWELL BRANDS INC,884.0,36.0,0.0,0.0,0.0,0.0
0001193125-17-337521,1059556,139665,10-Q,20171109,MOODY'S CORP,1043.0,6.0,0.0,0.0,0.0,0.0
0001193125-17-337983,800240,14624,10-Q,20171109,OFFICE DEPOT INC,357.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-338304,1378946,16245,10-Q,20171109,PEOPLE'S UNITED FINL INC,810.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-338478,97210,10453,10-Q,20171109,TERADYNE INC,820.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-339122,1564708,18043,10-Q,20171113,NEWS CORP,330.0,165.0,0.0,0.0,0.0,0.0
0001193125-17-353853,109198,11672,10-Q,20171128,TJX COS INC (THE),170.0,19.0,0.0,0.0,0.0,0.0
0001193125-17-372232,1341439,12142,10-Q,20171218,ORACLE CORP,419.0,0.0,0.0,0.0,0.0,0.0
0001193125-17-374688,40704,5071,10-Q,20171220,GENERAL MILLS INC,715.0,201.0,0.0,0.0,0.0,0.0
0001234452-17-000190,804328,24800,10-K,20171101,QUALCOMM INC,1199.0,132.0,0.0,0.0,0.0,0.0
0001260221-17-000060,1260221,148349,10-K,20171113,TRANSDIGM GROUP INC,1273.0,71.0,0.0,0.0,0.0,0.0
0001262039-17-000034,1262039,183377,10-Q,20171102,FORTINET INC,705.0,1.0,0.0,0.0,0.0,0.0
0001274494-17-000045,1274494,175404,10-Q,20171027,FIRST SOLAR INC,572.0,2.0,0.0,0.0,0.0,0.0
0001279363-17-000052,1279363,260778,10-Q,20171031,WELLCARE HEALTH PLANS INC,819.0,0.0,0.0,0.0,0.0,0.0
0001281761-17-000104,1281761,4674,10-Q,20171108,REGIONS FINANCIAL CORP,458.0,36.0,0.0,0.0,0.0,0.0
0001282266-17-000068,1282266,174490,10-Q,20171109,WINDSTREAM HOLDINGS INC,927.0,11.0,0.0,0.0,0.0,0.0
0001283699-17-000043,1283699,17874,10-Q,20171023,T-MOBILE US INC,620.0,1316.0,0.0,0.0,0.0,0.0
0001297996-17-000155,1297996,160991,10-Q,20171109,DIGITAL REALTY TRUST INC,1044.0,2671.0,0.0,0.0,0.0,0.0
0001300514-17-000078,1300514,161844,10-Q,20171103,LAS VEGAS SANDS CORP,100.0,1.0,0.0,0.0,0.0,0.0
0001306830-17-000226,1306830,162254,10-Q,20171017,CELANESE CORP,1057.0,0.0,0.0,0.0,0.0,0.0
0001310067-17-000028,1310067,6307,10-Q,20171130,SEARS HOLDINGS CORP,355.0,0.0,0.0,0.0,0.0,0.0
0001324404-17-000025,1324404,163946,10-Q,20171102,CF INDUSTRIES HOLDINGS INC,543.0,138.0,0.0,0.0,0.0,0.0
0001324424-17-000061,1324424,126296,10-Q,20171027,EXPEDIA GROUP INC,420.0,0.0,0.0,0.0,0.0,0.0
0001326160-17-000175,1326160,4093,10-Q,20171103,DUKE ENERGY CORP,774.0,16.0,0.0,0.0,0.0,0.0
0001326380-17-000127,1326380,145049,10-Q,20171205,GAMESTOP CORP,171.0,0.0,0.0,0.0,0.0,0.0
0001326801-17-000053,1326801,170617,10-Q,20171102,FACEBOOK INC,528.0,1.0,0.0,0.0,0.0,0.0
0001335258-17-000131,1335258,165746,10-Q,20171102,LIVE NATION ENTERTAINMENT,565.0,0.0,0.0,0.0,0.0,0.0
0001336917-17-000049,1336917,165052,10-Q,20171109,UNDER ARMOUR INC,250.0,0.0,0.0,0.0,0.0,0.0
0001336920-17-000055,1336920,165123,10-Q,20171103,LEIDOS HOLDINGS INC,1167.0,1886.0,0.0,0.0,0.0,0.0
0001339947-17-000049,1339947,165675,10-K,20171116,VIACOM INC,816.0,9.0,0.0,0.0,0.0,0.0
0001358071-17-000017,1358071,177884,10-Q,20171101,CONCHO RESOURCES INC,121.0,0.0,0.0,0.0,0.0,0.0
0001359841-17-000118,1359841,175319,10-Q,20171103,HANESBRANDS INC,258.0,4.0,0.0,0.0,0.0,0.0
0001361658-17-000019,1361658,174729,10-Q,20171025,WYNDHAM DESTINATIONS INC,779.0,20.0,0.0,0.0,0.0,0.0
0001365135-17-000044,1365135,175263,10-Q,20171102,WESTERN UNION CO,222.0,0.0,0.0,0.0,0.0,0.0
0001373715-17-000164,1373715,171007,10-Q,20171106,SERVICENOW INC,929.0,33.0,0.0,0.0,0.0,0.0
0001374310-17-000033,1374310,184500,10-Q,20171107,CBOE GLOBAL MARKETS INC,965.0,0.0,0.0,0.0,0.0,0.0
0001379895-17-000016,1379895,25495,10-Q,20171101,DYNEGY INC,659.0,5.0,0.0,0.0,0.0,0.0
0001383312-17-000068,1383312,176928,10-Q,20171108,BROADRIDGE FINANCIAL SOLUTNS,150.0,2.0,0.0,0.0,0.0,0.0
0001390777-17-000106,1390777,2019,10-Q,20171107,BANK OF NEW YORK MELLON CORP,954.0,0.0,0.0,0.0,0.0,0.0
0001393311-17-000029,1393311,10096,10-Q,20171101,PUBLIC STORAGE,193.0,6.0,0.0,0.0,0.0,0.0
0001393612-17-000056,1393612,177376,10-Q,20171102,DISCOVER FINANCIAL SVCS,304.0,0.0,0.0,0.0,0.0,0.0
0001396009-17-000042,1396009,11228,10-Q,20171103,VULCAN MATERIALS CO,505.0,0.0,0.0,0.0,0.0,0.0
0001400891-17-000040,1400891,3105,10-Q,20171108,IHEARTMEDIA INC,802.0,9.0,0.0,0.0,0.0,0.0
0001402057-17-000166,1402057,28320,10-Q,20171102,CDW CORP,397.0,8.0,0.0,0.0,0.0,0.0
0001403161-17-000044,1403161,179534,10-K,20171117,VISA INC,733.0,6.0,0.0,0.0,0.0,0.0
0001410636-17-000011,1410636,179437,10-Q,20171101,AMERICAN WATER WORKS CO INC,181.0,0.0,0.0,0.0,0.0,0.0
0001413329-17-000054,1413329,179621,10-Q,20171026,PHILIP MORRIS INTERNATIONAL,948.0,0.0,0.0,0.0,0.0,0.0
0001418135-17-000047,1418135,28877,10-Q,20171025,KEURIG DR PEPPER INC,1051.0,36.0,0.0,0.0,0.0,0.0
